question,answer,category,product,language
200g cylone cinnamon Hai,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Karuvapatta 100g + ഗ്രാമ്പു 100g എന്താണ് വില,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Cinamon patta 100 h rate ethreya,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
"Cinnamon 1,kg.Price please.","✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Patta 250gm ayachu tharumo you sir 🙏🏽,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Karuvapatta ethraya rate,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Patta 100g rate?,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Karuvapatta price list?,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Ceylon cinnamon ethra?,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Grampoo 1 kg price?,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
Clove only rate pls,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
Clove 200gm,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
200g clove,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
1kg ഗ്രാമ്പൂrate എത്രയാണ്,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
Hello! Can I get more expa info on blackpepper? Grambu 1kg റൈറ്റ് എത്ര?,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
Grampoo 100g price?,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
Clove rate ethra?,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
How much for 200g clove?,"Label removed:Price_checked,Label removed:useless",price_check,clove,english
999 ആണോ price ഇതിലെ last combo,"വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
100gm ഏലം loogm ഗ്രാമ്പു Combo offer,"വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
Combo no 3,"വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
എനിക്ക് spices നെ കുറിച്ച് ഒന്നും അറിയില്ല.. ക്വാളിറ്റി ഉള്ളത് ആണെന്നും price കൂടുതൽ ഇല്ല എന്നും കരുതുന്നു Last combo offer ആണ് വേണ്ടത് I am kodungalloor,"വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
845 combo,"വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
Value combo,"വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
"Hi, I have a question regarding spices. Good morning I'm from Hyderabad, Telangana . I wish to avail the combo offer.","വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
Combo =799,"വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
What combo offers do you have?,"വിലാസം നൽകിയതിന് നന്ദി! വിലാസം നൽകിയിട്ടുണ്ടെങ്കിൽ, ദയവായി വിലാസം പരിശോധിച്ച് സ്ഥിരീകരിക്കുക. ✅ 📌 വിലാസം നൽകിയിട്ടില്ലെങ്കിൽ, ഓർഡർ ചെയ്യാനും വിലാസം പങ്കുവെക്കാനും ഞങ്ങളെ ഫോണിൽ വിളിക്കാം 📞 Phone : 8848265849 Payment 06:32 PM",price_check,combo,malayalam
